Player,Player,Date,Opponent,Event_Name,Event_Stage,Venue,Toss_Decision,Dismissal_Kind,Dismissed_By,Caught_By,Wicket_Kinds
MH Cross,MH Cross,2023-02-17,Nepal,ICC Men's Cricket World Cup League 2,,"Tribhuvan University International Cricket Ground, Kirtipur",field,lbw,S Lamichhane,,
MH Cross,MH Cross,2023-02-20,Namibia,ICC Men's Cricket World Cup League 2,,"Tribhuvan University International Cricket Ground, Kirtipur",field,bowled,R Trumpelmann,,
MH Cross,MH Cross,2023-02-21,Nepal,ICC Men's Cricket World Cup League 2,,"Tribhuvan University International Cricket Ground, Kirtipur",field,run out,,,
MH Cross,MH Cross,2023-06-21,Ireland,ICC Cricket World Cup Qualifier,,"Queens Sports Club, Bulawayo",field,lbw,MR Adair,,
MH Cross,MH Cross,2023-06-23,United Arab Emirates,ICC Cricket World Cup Qualifier,,Bulawayo Athletic Club,field,bowled,Junaid Siddique,,
MH Cross,MH Cross,2023-06-25,Oman,ICC Cricket World Cup Qualifier,,Bulawayo Athletic Club,field,bowled,Jay Odedra,,
MH Cross,MH Cross,2023-06-27,Sri Lanka,ICC Cricket World Cup Qualifier,,"Queens Sports Club, Bulawayo",field,bowled,CBRLS Kumara,,
MH Cross,MH Cross,2023-07-01,West Indies,ICC Cricket World Cup Qualifier,,Harare Sports Club,field,Not Out,,,
MH Cross,MH Cross,2023-07-04,Zimbabwe,ICC Cricket World Cup Qualifier,,"Queens Sports Club, Bulawayo",field,bowled,SC Williams,,
MH Cross,MH Cross,2023-07-06,Netherlands,ICC Cricket World Cup Qualifier,,"Queens Sports Club, Bulawayo",field,bowled,LV van Beek,,
MH Cross,MH Cross,2024-03-01,Canada,ICC Men's Cricket World Cup League 2,,Dubai International Cricket Stadium,field,caught,D Heyliger,NR Kirton,
MH Cross,MH Cross,2024-03-07,Canada,ICC Men's Cricket World Cup League 2,,Dubai International Cricket Stadium,field,bowled,Ammar Khalid,,
MH Cross,MH Cross,2024-07-20,Namibia,ICC Men's Cricket World Cup League 2,,"Forthill, Dundee",field,bowled,BM Scholtz,,
MH Cross,MH Cross,2024-07-26,Namibia,ICC Men's Cricket World Cup League 2,,"Forthill, Dundee",field,caught,S Fouché,B Shikongo,
MH Cross,MH Cross,2024-10-29,Nepal,ICC Men's Cricket World Cup League 2,,"Grand Prairie Stadium, Dallas",field,lbw,S Lamichhane,,
MH Cross,MH Cross,2025-05-04,United Arab Emirates,ICC Men's Cricket World Cup League 2,,"VRA Ground, Amstelveen",field,run out,,,
MH Cross,MH Cross,2025-05-08,United Arab Emirates,ICC Men's Cricket World Cup League 2,,"VRA Ground, Amstelveen",bat,bowled,SS Kang,,
MH Cross,MH Cross,2025-05-10,Netherlands,ICC Men's Cricket World Cup League 2,,"VRA Ground, Amstelveen",bat,lbw,RE van der Merwe,,
MH Cross,MH Cross,2025-05-16,Netherlands,ICC Men's Cricket World Cup League 2,,"Sportpark Maarschalkerweerd, Utrecht",field,lbw,PA van Meekeren,,
MH Cross,MH Cross,2025-06-02,Nepal,ICC Men's Cricket World Cup League 2,,"Forthill, Dundee",field,caught,S Lamichhane,K Bhurtel,
MH Cross,MH Cross,2025-06-06,Netherlands,ICC Men's Cricket World Cup League 2,,"Forthill, Dundee",field,bowled,A Dutt,,
MH Cross,MH Cross,2025-06-08,Nepal,ICC Men's Cricket World Cup League 2,,"Forthill, Dundee",bat,caught,DS Airee,Aasif Sheikh,
MH Cross,MH Cross,2025-06-12,Netherlands,ICC Men's Cricket World Cup League 2,,"Forthill, Dundee",bat,caught,A Dutt,MP O'Dowd,
MJ Clarke,MJ Clarke,2003-01-19,England,VB Series,,Adelaide Oval,bat,Not Out,,,caught
MJ Clarke,MJ Clarke,2003-06-01,West Indies,Australia tour of West Indies,,"Queen's Park (New), St George's, Grenada",bat,stumped,CH Gayle,,
MJ Clarke,MJ Clarke,2003-11-01,India,TVS Cup (India),,"Wankhede Stadium, Mumbai",bat,run out,,,bowled|caught|caught|bowled
MJ Clarke,MJ Clarke,2003-11-03,New Zealand,TVS Cup (India),,"Nehru Stadium, Poona",field,bowled,DR Tuffey,,
MJ Clarke,MJ Clarke,2004-01-09,India,VB Series,,Melbourne Cricket Ground,bat,caught,A Kumble,VVS Laxman,caught
MJ Clarke,MJ Clarke,2004-01-11,Zimbabwe,VB Series,,Sydney Cricket Ground,bat,caught,SM Ervine,V Sibanda,stumped
MJ Clarke,MJ Clarke,2004-01-16,Zimbabwe,VB Series,,Bellerive Oval,bat,caught,HH Streak,MA Vermeulen,
MJ Clarke,MJ Clarke,2004-01-18,India,VB Series,,Brisbane Cricket Ground,bat,caught,IK Pathan,R Dravid,
MJ Clarke,MJ Clarke,2004-01-22,India,VB Series,,Sydney Cricket Ground,bat,caught,SC Ganguly,HK Badani,
MJ Clarke,MJ Clarke,2004-01-29,Zimbabwe,VB Series,,Melbourne Cricket Ground,field,bowled,NB Mahwire,,
MJ Clarke,MJ Clarke,2004-02-01,India,VB Series,,W.A.C.A. Ground,bat,caught,L Balaji,V Sehwag,
MJ Clarke,MJ Clarke,2004-02-06,India,VB Series,Final,Melbourne Cricket Ground,bat,,,,caught
MJ Clarke,MJ Clarke,2004-02-08,India,VB Series,Final,Sydney Cricket Ground,bat,Not Out,,,
MJ Clarke,MJ Clarke,2004-02-20,Sri Lanka,Australia tour of Sri Lanka,,Rangiri Dambulla International Stadium,bat,lbw,M Muralitharan,,
MJ Clarke,MJ Clarke,2004-02-22,Sri Lanka,Australia tour of Sri Lanka,,Rangiri Dambulla International Stadium,bat,caught,WPUJC Vaas,UDU Chandana,caught|caught|bowled|caught|lbw
MJ Clarke,MJ Clarke,2004-02-27,Sri Lanka,Australia tour of Sri Lanka,,R.Premadasa Stadium,bat,caught,UDU Chandana,TM Dilshan,
MJ Clarke,MJ Clarke,2004-05-25,Zimbabwe,Australia tour of Zimbabwe,,Harare Sports Club,bat,Not Out,,,
MJ Clarke,MJ Clarke,2004-05-27,Zimbabwe,Australia tour of Zimbabwe,,Harare Sports Club,field,bowled,T Panyangara,,
MJ Clarke,MJ Clarke,2004-05-29,Zimbabwe,Australia tour of Zimbabwe,,Harare Sports Club,field,Not Out,,,
MJ Clarke,MJ Clarke,2004-08-23,India,Videocon Cup,,VRA Cricket Ground,bat,caught,L Balaji,V Sehwag,
MJ Clarke,MJ Clarke,2004-09-04,Pakistan,Pakistan tour of England,,Lord's,field,caught,Shoaib Akhtar,Shoaib Malik,
MJ Clarke,MJ Clarke,2004-09-21,England,ICC Champions Trophy,Semi Final,Edgbaston,field,bowled,A Flintoff,,
MJ Clarke,MJ Clarke,2004-12-05,New Zealand,New Zealand tour of Australia,,Docklands Stadium,field,bowled,CL Cairns,,
MJ Clarke,MJ Clarke,2004-12-08,New Zealand,New Zealand tour of Australia,,Sydney Cricket Ground,bat,caught,CL Cairns,BB McCullum,
MJ Clarke,MJ Clarke,2005-01-21,West Indies,VB Series,,"Brisbane Cricket Ground, Woolloongabba",bat,caught,M Dillon,MN Samuels,
MJ Clarke,MJ Clarke,2005-01-23,Pakistan,VB Series,,Sydney Cricket Ground,field,Not Out,,,
MJ Clarke,MJ Clarke,2005-01-26,West Indies,VB Series,,Adelaide Oval,bat,bowled,PT Collins,,
MJ Clarke,MJ Clarke,2005-01-30,Pakistan,VB Series,,W.A.C.A. Ground,bat,Not Out,,,
MJ Clarke,MJ Clarke,2005-02-04,Pakistan,VB Series,Final,Melbourne Cricket Ground,bat,lbw,Naved-ul-Hasan,,
MJ Clarke,MJ Clarke,2005-02-26,New Zealand,Australia tour of New Zealand,,Eden Park,bat,Not Out,,,
MJ Clarke,MJ Clarke,2005-03-01,New Zealand,Australia tour of New Zealand,,Basin Reserve,field,Not Out,,,
MJ Clarke,MJ Clarke,2005-06-18,Bangladesh,NatWest Challenge,,Sophia Gardens,bat,caught,Tapash Baisya,Mashrafe Mortaza,
MJ Clarke,MJ Clarke,2005-06-28,England,NatWest Challenge,,Edgbaston,bat,caught,D Gough,GO Jones,
MJ Clarke,MJ Clarke,2005-06-30,Bangladesh,NatWest Challenge,,St Lawrence Ground,field,Not Out,,,
MJ Clarke,MJ Clarke,2005-07-02,England,NatWest Challenge,Final,Lord's,field,lbw,SP Jones,,
MJ Clarke,MJ Clarke,2005-07-12,England,Australia tour of England and Scotland,,Kennington Oval,field,,,,
MJ Clarke,MJ Clarke,2005-10-07,ICC World XI,ICC World XI tour of Australia,,Docklands Stadium,bat,Not Out,,,
MJ Clarke,MJ Clarke,2005-10-09,ICC World XI,ICC World XI tour of Australia,,Docklands Stadium,bat,lbw,M Ntini,,
MJ Clarke,MJ Clarke,2005-12-03,New Zealand,Australia tour of New Zealand,,Eden Park,field,caught,CL Cairns,JEC Franklin,
MJ Clarke,MJ Clarke,2006-01-15,South Africa,VB Series,,"Brisbane Cricket Ground, Woolloongabba",bat,caught,AJ Hall,MV Boucher,
MJ Clarke,MJ Clarke,2006-01-20,South Africa,VB Series,,Docklands Stadium,bat,caught,JJ van der Wath,MV Boucher,
MJ Clarke,MJ Clarke,2006-01-22,Sri Lanka,VB Series,,Sydney Cricket Ground,bat,caught,HMCM Bandara,M Muralitharan,
MJ Clarke,MJ Clarke,2006-01-26,Sri Lanka,VB Series,,Adelaide Oval,bat,Not Out,,,
MJ Clarke,MJ Clarke,2006-01-29,Sri Lanka,VB Series,,Western Australia Cricket Association Ground,bat,Not Out,,,
MJ Clarke,MJ Clarke,2006-02-03,South Africa,VB Series,,Docklands Stadium,bat,run out,,,
MJ Clarke,MJ Clarke,2006-02-05,South Africa,VB Series,,Sydney Cricket Ground,bat,caught,AJ Hall,JA Rudolph,
MJ Clarke,MJ Clarke,2006-02-10,Sri Lanka,VB Series,Final,Adelaide Oval,bat,run out,,,
MJ Clarke,MJ Clarke,2006-02-12,Sri Lanka,VB Series,Final,Sydney Cricket Ground,bat,Not Out,,,
MJ Clarke,MJ Clarke,2006-02-14,Sri Lanka,VB Series,Final,"Brisbane Cricket Ground, Woolloongabba",bat,,,,lbw
MJ Clarke,MJ Clarke,2006-02-26,South Africa,Australia in South Africa ODI Series,,SuperSport Park,bat,caught,SM Pollock,AB de Villiers,
MJ Clarke,MJ Clarke,2006-03-03,South Africa,Australia in South Africa ODI Series,,Newlands,bat,caught,M Ntini,MV Boucher,
MJ Clarke,MJ Clarke,2006-03-05,South Africa,Australia in South Africa ODI Series,,St George's Park,field,run out,,,caught
MJ Clarke,MJ Clarke,2006-03-10,South Africa,Australia in South Africa ODI Series,,Kingsmead,bat,caught,JH Kallis,MV Boucher,
MJ Clarke,MJ Clarke,2006-03-12,South Africa,Australia in South Africa ODI Series,,New Wanderers Stadium,bat,,,,caught
MJ Clarke,MJ Clarke,2006-04-23,Bangladesh,Australia in Bangladesh ODI Series,,Chittagong Divisional Stadium,bat,run out,,,
MJ Clarke,MJ Clarke,2006-04-26,Bangladesh,Australia in Bangladesh ODI Series,,Narayanganj Osmani Stadium,bat,caught,Mohammad Rafique,Alok Kapali,bowled|caught
MJ Clarke,MJ Clarke,2006-04-28,Bangladesh,Australia in Bangladesh ODI Series,,Narayanganj Osmani Stadium,bat,,,,bowled
MJ Clarke,MJ Clarke,2006-09-16,India,DLF Cup,,Kinrara Academy Oval,bat,caught,MM Patel,SK Raina,
MJ Clarke,MJ Clarke,2006-09-18,West Indies,DLF Cup,,Kinrara Academy Oval,bat,caught,IDR Bradshaw,CH Gayle,
MJ Clarke,MJ Clarke,2006-09-24,West Indies,DLF Cup,Final,Kinrara Academy Oval,bat,caught,RR Sarwan,CH Gayle,
MJ Clarke,MJ Clarke,2006-10-18,West Indies,ICC Champions Trophy,,Brabourne Stadium,bat,caught and bowled,,,lbw
MJ Clarke,MJ Clarke,2006-10-29,India,ICC Champions Trophy,,"Punjab Cricket Association Stadium, Mohali",bat,Not Out,,,
MJ Clarke,MJ Clarke,2006-11-01,New Zealand,ICC Champions Trophy,Semi Final,"Punjab Cricket Association Stadium, Mohali",field,caught,KD Mills,DL Vettori,
MJ Clarke,MJ Clarke,2007-01-12,England,Commonwealth Bank Series,,Melbourne Cricket Ground,bat,Not Out,,,
MJ Clarke,MJ Clarke,2007-01-14,New Zealand,Commonwealth Bank Series,,Bellerive Oval,bat,caught,SE Bond,NJ Astle,
MJ Clarke,MJ Clarke,2007-01-19,England,Commonwealth Bank Series,,"Brisbane Cricket Ground, Woolloongabba",bat,caught,J Lewis,PA Nixon,
MJ Clarke,MJ Clarke,2007-01-21,New Zealand,Commonwealth Bank Series,,Sydney Cricket Ground,bat,caught,DL Vettori,LRPL Taylor,
MJ Clarke,MJ Clarke,2007-01-28,New Zealand,Commonwealth Bank Series,,Western Australia Cricket Association Ground,bat,caught,JS Patel,HJH Marshall,lbw|bowled
MJ Clarke,MJ Clarke,2007-02-02,England,Commonwealth Bank Series,,Sydney Cricket Ground,bat,caught,LE Plunkett,PA Nixon,
MJ Clarke,MJ Clarke,2007-02-04,New Zealand,Commonwealth Bank Series,,Melbourne Cricket Ground,bat,caught,DL Vettori,BB McCullum,lbw|bowled
MJ Clarke,MJ Clarke,2007-02-09,England,Commonwealth Bank Series,Final,Melbourne Cricket Ground,bat,run out,,,
MJ Clarke,MJ Clarke,2007-02-11,England,Commonwealth Bank Series,Final,Sydney Cricket Ground,bat,caught,LE Plunkett,PA Nixon,
MJ Clarke,MJ Clarke,2007-03-14,Scotland,ICC World Cup,,"Warner Park, Basseterre",field,bowled,RM Haq,,
MJ Clarke,MJ Clarke,2007-03-18,Netherlands,ICC World Cup,,"Warner Park, Basseterre",bat,Not Out,,,
MJ Clarke,MJ Clarke,2007-03-24,South Africa,ICC World Cup,,"Warner Park, Basseterre",field,run out,,,
MJ Clarke,MJ Clarke,2007-03-27,West Indies,ICC World Cup,,"Sir Vivian Richards Stadium, North Sound",field,lbw,DJ Bravo,,
MJ Clarke,MJ Clarke,2007-04-08,England,ICC World Cup,,"Sir Vivian Richards Stadium, North Sound",bat,Not Out,,,
MJ Clarke,MJ Clarke,2007-04-16,Sri Lanka,ICC World Cup,,"National Cricket Stadium, St George's",bat,caught,HMCM Bandara,TM Dilshan,
MJ Clarke,MJ Clarke,2007-04-20,New Zealand,ICC World Cup,,"National Cricket Stadium, St George's",bat,bowled,JEC Franklin,,
MJ Clarke,MJ Clarke,2007-04-25,South Africa,ICC World Cup,Semi Final,"Beausejour Stadium, Gros Islet",bat,Not Out,,,
MJ Clarke,MJ Clarke,2007-04-28,Sri Lanka,ICC World Cup,Final,"Kensington Oval, Bridgetown",bat,Not Out,,,bowled|bowled
MJ Clarke,MJ Clarke,2007-09-29,India,Australia in India ODI Series,,M Chinnaswamy Stadium,bat,run out,,,
MJ Clarke,MJ Clarke,2007-10-02,India,Australia in India ODI Series,,Nehru Stadium,field,stumped,IK Pathan,,stumped|bowled
MJ Clarke,MJ Clarke,2007-10-05,India,Australia in India ODI Series,,"Rajiv Gandhi International Stadium, Uppal",bat,caught,Z Khan,IK Pathan,
MJ Clarke,MJ Clarke,2007-10-08,India,Australia in India ODI Series,,Sector 16 Stadium,bat,caught and bowled,,,
MJ Clarke,MJ Clarke,2007-10-14,India,Australia in India ODI Series,,Vidarbha Cricket Association Ground,bat,caught,Z Khan,MS Dhoni,
MJ Clarke,MJ Clarke,2007-10-17,India,Australia in India ODI Series,,Wankhede Stadium,bat,lbw,Z Khan,,lbw
MJ Clarke,MJ Clarke,2007-12-14,New Zealand,Chappell-Hadlee Trophy,,Adelaide Oval,bat,caught,KD Mills,L Vincent,
MJ Clarke,MJ Clarke,2007-12-20,New Zealand,Chappell-Hadlee Trophy,,Bellerive Oval,field,caught and bowled,,,
MJ Clarke,MJ Clarke,2008-02-03,India,Commonwealth Bank Series,,"Brisbane Cricket Ground, Woolloongabba",bat,Not Out,,,
MJ Clarke,MJ Clarke,2008-02-08,Sri Lanka,Commonwealth Bank Series,,Sydney Cricket Ground,bat,Not Out,,,
MJ Clarke,MJ Clarke,2008-02-10,India,Commonwealth Bank Series,,Melbourne Cricket Ground,bat,caught,IK Pathan,RG Sharma,
MJ Clarke,MJ Clarke,2008-02-15,Sri Lanka,Commonwealth Bank Series,,Western Australia Cricket Association Ground,bat,stumped,M Muralitharan,,
MJ Clarke,MJ Clarke,2008-02-17,India,Commonwealth Bank Series,,Adelaide Oval,bat,caught,IK Pathan,I Sharma,
MJ Clarke,MJ Clarke,2008-02-22,Sri Lanka,Commonwealth Bank Series,,Melbourne Cricket Ground,field,caught and bowled,,,
MJ Clarke,MJ Clarke,2008-02-24,India,Commonwealth Bank Series,,Sydney Cricket Ground,bat,caught,V Sehwag,RG Sharma,
MJ Clarke,MJ Clarke,2008-02-29,Sri Lanka,Commonwealth Bank Series,,Melbourne Cricket Ground,bat,bowled,MKDI Amerasinghe,,
MJ Clarke,MJ Clarke,2008-03-02,India,Commonwealth Bank Series,Final,Sydney Cricket Ground,bat,caught,I Sharma,MS Dhoni,
MJ Clarke,MJ Clarke,2008-03-04,India,Commonwealth Bank Series,Final,"Brisbane Cricket Ground, Woolloongabba",bat,bowled,P Kumar,,caught|caught|caught
MJ Clarke,MJ Clarke,2008-06-24,West Indies,Australia in West Indies ODI Series,,"Arnos Vale Ground, Kingstown",field,caught,DJG Sammy,D Ramdin,lbw
MJ Clarke,MJ Clarke,2008-06-27,West Indies,Australia in West Indies ODI Series,,"National Cricket Stadium, St George's",bat,lbw,SJ Benn,,caught|caught|caught
MJ Clarke,MJ Clarke,2008-06-29,West Indies,Australia in West Indies ODI Series,,"National Cricket Stadium, St George's",field,Not Out,,,
MJ Clarke,MJ Clarke,2008-07-04,West Indies,Australia in West Indies ODI Series,,"Warner Park, Basseterre",field,lbw,NO Miller,,
MJ Clarke,MJ Clarke,2008-07-06,West Indies,Australia in West Indies ODI Series,,"Warner Park, Basseterre",bat,caught,RR Sarwan,D Ramdin,caught|stumped
MJ Clarke,MJ Clarke,2008-08-30,Bangladesh,Bangladesh in Australia ODI Series,,Marrara Cricket Ground,field,caught,Shakib Al Hasan,Dhiman Ghosh,caught
MJ Clarke,MJ Clarke,2008-09-03,Bangladesh,Bangladesh in Australia ODI Series,,Marrara Cricket Ground,bat,stumped,Shakib Al Hasan,,
MJ Clarke,MJ Clarke,2008-09-06,Bangladesh,Bangladesh in Australia ODI Series,,Marrara Cricket Ground,bat,run out,,,
MJ Clarke,MJ Clarke,2009-01-16,South Africa,South Africa in Australia ODI Series,,Melbourne Cricket Ground,bat,caught,JA Morkel,HM Amla,bowled
MJ Clarke,MJ Clarke,2009-01-30,South Africa,South Africa in Australia ODI Series,,Western Australia Cricket Association Ground,bat,bowled,M Morkel,,
MJ Clarke,MJ Clarke,2009-02-01,New Zealand,Chappell-Hadlee Trophy,,Western Australia Cricket Association Ground,bat,run out,,,bowled
MJ Clarke,MJ Clarke,2009-02-06,New Zealand,Chappell-Hadlee Trophy,,Melbourne Cricket Ground,field,bowled,IE O'Brien,,
MJ Clarke,MJ Clarke,2009-02-08,New Zealand,Chappell-Hadlee Trophy,,Sydney Cricket Ground,field,caught,GD Elliott,MJ Guptill,
MJ Clarke,MJ Clarke,2009-02-10,New Zealand,Chappell-Hadlee Trophy,,Adelaide Oval,bat,caught,IE O'Brien,PG Fulton,bowled
MJ Clarke,MJ Clarke,2009-04-03,South Africa,Australia in South Africa ODI Series,,Kingsmead,bat,caught,M Ntini,JP Duminy,
MJ Clarke,MJ Clarke,2009-04-05,South Africa,Australia in South Africa ODI Series,,SuperSport Park,bat,lbw,WD Parnell,,
MJ Clarke,MJ Clarke,2009-04-09,South Africa,Australia in South Africa ODI Series,,Newlands,bat,bowled,RE van der Merwe,,
MJ Clarke,MJ Clarke,2009-04-13,South Africa,Australia in South Africa ODI Series,,St George's Park,field,bowled,RE van der Merwe,,
MJ Clarke,MJ Clarke,2009-04-17,South Africa,Australia in South Africa ODI Series,,New Wanderers Stadium,field,caught,RE van der Merwe,JP Duminy,
MJ Clarke,MJ Clarke,2009-04-22,Pakistan,Australia v Pakistan ODI Series,,Dubai Sports City Cricket Stadium,bat,caught,Saeed Ajmal,Kamran Akmal,
MJ Clarke,MJ Clarke,2009-04-24,Pakistan,Australia v Pakistan ODI Series,,Dubai Sports City Cricket Stadium,bat,Not Out,,,
MJ Clarke,MJ Clarke,2009-04-27,Pakistan,Australia v Pakistan ODI Series,,Sheikh Zayed Stadium,bat,caught and bowled,,,caught|bowled|caught
MJ Clarke,MJ Clarke,2009-05-01,Pakistan,Australia v Pakistan ODI Series,,Sheikh Zayed Stadium,bat,Not Out,,,lbw
MJ Clarke,MJ Clarke,2009-05-03,Pakistan,Australia v Pakistan ODI Series,,Sheikh Zayed Stadium,bat,caught,Umar Gul,Kamran Akmal,
MJ Clarke,MJ Clarke,2009-09-04,England,NatWest Series,,Kennington Oval,field,caught,PD Collingwood,OA Shah,
MJ Clarke,MJ Clarke,2009-09-06,England,NatWest Series,,Lord's,field,caught,LJ Wright,MJ Prior,
MJ Clarke,MJ Clarke,2009-09-09,England,NatWest Series,,The Rose Bowl,bat,bowled,GP Swann,,
MJ Clarke,MJ Clarke,2009-09-12,England,NatWest Series,,Lord's,bat,Not Out,,,
MJ Clarke,MJ Clarke,2009-09-15,England,NatWest Series,,Trent Bridge,bat,caught,AU Rashid,OA Shah,
MJ Clarke,MJ Clarke,2009-09-20,England,NatWest Series,,Riverside Ground,field,run out,,,
MJ Clarke,MJ Clarke,2010-01-22,Pakistan,Pakistan in Australia ODI Series,,"Brisbane Cricket Ground, Woolloongabba",bat,run out,,,
MJ Clarke,MJ Clarke,2010-01-24,Pakistan,Pakistan in Australia ODI Series,,Sydney Cricket Ground,field,caught,Umar Gul,Shahid Afridi,
MJ Clarke,MJ Clarke,2010-01-26,Pakistan,Pakistan in Australia ODI Series,,Adelaide Oval,bat,bowled,Umar Gul,,
MJ Clarke,MJ Clarke,2010-01-29,Pakistan,Pakistan in Australia ODI Series,,Western Australia Cricket Association Ground,bat,run out,,,
MJ Clarke,MJ Clarke,2010-02-07,West Indies,West Indies in Australia ODI Series,,Melbourne Cricket Ground,field,caught,KA Pollard,D Ramdin,
MJ Clarke,MJ Clarke,2010-02-09,West Indies,West Indies in Australia ODI Series,,Adelaide Oval,bat,Not Out,,,
MJ Clarke,MJ Clarke,2010-02-12,West Indies,West Indies in Australia ODI Series,,Sydney Cricket Ground,field,caught,DJG Sammy,D Ramdin,
MJ Clarke,MJ Clarke,2010-02-19,West Indies,West Indies in Australia ODI Series,,Melbourne Cricket Ground,bat,caught,R Rampaul,N Deonarine,
MJ Clarke,MJ Clarke,2010-03-03,New Zealand,Chappell-Hadlee Trophy,,McLean Park,bat,caught,DR Tuffey,BB McCullum,
MJ Clarke,MJ Clarke,2010-03-06,New Zealand,Chappell-Hadlee Trophy,,Eden Park,bat,caught,SE Bond,MJ Guptill,
MJ Clarke,MJ Clarke,2010-06-17,Ireland,Bilateral Series,,Clontarf Cricket Club Ground,bat,stumped,AR Cusack,,
MJ Clarke,MJ Clarke,2010-06-22,England,NatWest Series,,The Rose Bowl,bat,Not Out,,,
MJ Clarke,MJ Clarke,2010-06-24,England,NatWest Series,,Sophia Gardens,bat,caught,SCJ Broad,GP Swann,
MJ Clarke,MJ Clarke,2010-06-27,England,NatWest Series,,Old Trafford,field,caught,GP Swann,IR Bell,
MJ Clarke,MJ Clarke,2010-06-30,England,NatWest Series,,Kennington Oval,field,Not Out,,,
